song_id,artist_name,title,timbre_mean,timbre_max,timbre_min,timbre_std,pitch_mean,pitch_max,pitch_min,pitch_std
SOUWJGL12AF72A4ED8,Kurtis_Blow,I'm Chillin,"[37.327274322509766, 13.434943199157715, -35.725303649902344, 32.31464767456055, -0.06832080334424973, 9.62349796295166, -13.228611946105957, 1.9116817712783813, -3.5374841690063477, 10.785682678222656, 2.0381643772125244, -4.488770961761475]","[48.17100143432617, 266.8500061035156, 186.8000030517578, 286.69500732421875, 149.4510040283203, 225.59500122070312, 80.25399780273438, 100.28800201416016, 65.29000091552734, 108.52899932861328, 127.61399841308594, 62.17300033569336]","[0.0, -125.64299774169922, -177.4980010986328, -206.36199951171875, -105.95600128173828, -94.71099853515625, -136.0919952392578, -88.93900299072266, -105.87899780273438, -75.68699645996094, -89.302001953125, -116.5270004272461]","[6.656590938568115, 58.47304153442383, 50.86849594116211, 55.74213790893555, 38.40724182128906, 47.9639892578125, 29.70168685913086, 28.27129554748535, 23.77629280090332, 24.085840225219727, 25.116430282592773, 24.67807960510254]","[0.529644250869751, 0.5346748232841492, 0.29320192337036133, 0.3373977243900299, 0.42713722586631775, 0.39786800742149353, 0.4258129298686981, 0.43629369139671326, 0.41802361607551575, 0.45820367336273193, 0.48937150835990906, 0.31988024711608887]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.014000000432133675, 0.014000000432133675, 0.017000000923871994, 0.012000000104308128, 0.010999999940395355, 0.010999999940395355, 0.009999999776482582, 0.013000000268220901, 0.01600000075995922, 0.019999999552965164, 0.013000000268220901, 0.01600000075995922]","[0.3123210072517395, 0.3253839910030365, 0.24668541550636292, 0.28661665320396423, 0.3237404227256775, 0.26683998107910156, 0.26325154304504395, 0.2907675504684448, 0.24999044835567474, 0.285051554441452, 0.3141648769378662, 0.24512317776679993]"
SOLNLFG12AC468806E,Jackie_Wilson,One Moment With You,"[38.690738677978516, -16.54139518737793, 10.256163597106934, -24.839269638061523, 30.084749221801758, 0.7369924783706665, -28.385051727294922, -1.1620900630950928, 19.59419822692871, 3.335733652114868, -6.725393772125244, 4.279694080352783]","[52.305999755859375, 202.5850067138672, 245.57200622558594, 240.36199951171875, 146.26699829101562, 143.32200622558594, 93.9020004272461, 172.802001953125, 123.76499938964844, 92.55899810791016, 94.61599731445312, 80.98999786376953]","[0.0, -191.7760009765625, -169.82200622558594, -347.22100830078125, -118.39199829101562, -89.20899963378906, -147.1199951171875, -81.02100372314453, -79.03500366210938, -77.13800048828125, -144.48800659179688, -73.57499694824219]","[6.4556050300598145, 75.99686431884766, 72.0454330444336, 64.75338745117188, 42.4564094543457, 33.995948791503906, 41.19992446899414, 27.135417938232422, 34.36740493774414, 21.97835922241211, 26.116117477416992, 26.399394989013672]","[0.29586490988731384, 0.3222739100456238, 0.19301125407218933, 0.2520938217639923, 0.35412946343421936, 0.24921388924121857, 0.2917373478412628, 0.23146717250347137, 0.3535609841346741, 0.2557448446750641, 0.3175272047519684, 0.45693621039390564]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.009999999776482582, 0.004000000189989805, 0.004999999888241291, 0.006000000052154064, 0.003000000026077032, 0.003000000026077032, 0.003000000026077032, 0.006000000052154064, 0.007000000216066837, 0.007000000216066837, 0.008999999612569809, 0.006000000052154064]","[0.2765779495239258, 0.33850693702697754, 0.2263382375240326, 0.257404625415802, 0.33049753308296204, 0.2258511483669281, 0.3109882175922394, 0.24985748529434204, 0.34869393706321716, 0.27701398730278015, 0.27369925379753113, 0.3397473096847534]"
SOWACWC12AB01876FA,EPMD,Head Banger,"[51.15522384643555, 37.93912124633789, 4.801799297332764, -5.050508975982666, -7.188304424285889, -5.312782287597656, -1.5120444297790527, 1.2583783864974976, 14.85635757446289, 14.031550407409668, -6.75377893447876, 4.897055625915527]","[56.65299987792969, 232.4600067138672, 113.0530014038086, 102.9540023803711, 98.41699981689453, 101.98699951171875, 75.78600311279297, 98.78500366210938, 89.37100219726562, 93.65799713134766, 74.52799987792969, 72.87200164794922]","[3.757999897003174, -71.34600067138672, -109.07099914550781, -191.21200561523438, -94.96199798583984, -77.63300323486328, -80.78199768066406, -102.10700225830078, -63.59600067138672, -64.3270034790039, -82.86199951171875, -64.68599700927734]","[4.070292949676514, 37.40286636352539, 34.103946685791016, 33.708953857421875, 26.83315658569336, 26.14453887939453, 22.51428985595703, 28.776180267333984, 21.08600425720215, 21.323579788208008, 17.015064239501953, 17.42973518371582]","[0.6584439873695374, 0.7138788104057312, 0.4621254503726959, 0.39719873666763306, 0.41616350412368774, 0.3456405997276306, 0.37273502349853516, 0.34956094622612, 0.4313333332538605, 0.4395532011985779, 0.43088865280151367, 0.39829879999160767]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0430000014603138, 0.03500000014901161, 0.01899999938905239, 0.014000000432133675, 0.014999999664723873, 0.014000000432133675, 0.03799999877810478, 0.017000000923871994, 0.02199999988079071, 0.03500000014901161, 0.017999999225139618, 0.007000000216066837]","[0.29010888934135437, 0.26351630687713623, 0.2749130427837372, 0.2506011128425598, 0.27583563327789307, 0.24476970732212067, 0.23233246803283691, 0.24007199704647064, 0.28255975246429443, 0.27981096506118774, 0.2891674339771271, 0.3105960488319397]"
SOFZXDA12AB01800C6,Eric_Demarsan,La Blessure,"[35.87071228027344, -121.15227508544922, 52.50703811645508, -6.471105098724365, 6.854022026062012, -18.402196884155273, -28.47882080078125, -1.3966008424758911, 1.1143245697021484, -1.4230833053588867, 13.245802879333496, 43.19535827636719]","[47.305999755859375, 18.625, 190.42100524902344, 233.5959930419922, 109.13600158691406, 83.15599822998047, 52.481998443603516, 129.3780059814453, 46.42399978637695, 53.492000579833984, 33.51599884033203, 98.56600189208984]","[17.014999389648438, -215.4810028076172, -52.5620002746582, -77.49400329589844, -52.766998291015625, -48.935001373291016, -98.06900024414062, -46.86000061035156, -47.84600067138672, -45.8129997253418, -80.35099792480469, -20.4060001373291]","[5.282668113708496, 37.6414680480957, 48.21875, 31.284055709838867, 25.99814224243164, 18.075420379638672, 29.3256778717041, 17.710615158081055, 16.993900299072266, 11.625714302062988, 12.20324993133545, 24.725479125976562]","[0.44907456636428833, 0.09959210455417633, 0.2969561517238617, 0.16146929562091827, 0.27298682928085327, 0.18440788984298706, 0.08354824781417847, 0.22576753795146942, 0.10756140202283859, 0.4879605174064636, 0.18367981910705566, 0.1883508712053299]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.013000000268220901, 0.010999999940395355, 0.012000000104308128, 0.010999999940395355, 0.014000000432133675, 0.007000000216066837, 0.00800000037997961, 0.00800000037997961, 0.008999999612569809, 0.006000000052154064, 0.010999999940395355, 0.008999999612569809]","[0.36424118280410767, 0.13612519204616547, 0.34739649295806885, 0.2399030178785324, 0.29651838541030884, 0.22960998117923737, 0.11913125962018967, 0.2879153788089752, 0.1830851435661316, 0.36290276050567627, 0.2819405198097229, 0.27660760283470154]"
SOPXUPT12AB0184A87,Los_Del_Rio,Nuestras Sevillanas 1,"[44.584632873535156, 4.75101900100708, 1.8970437049865723, 0.34000638127326965, -9.6304292678833, 7.035755157470703, 5.682015895843506, -4.12838888168335, -2.9706976413726807, -2.58457088470459, -5.234755039215088, 8.812201499938965]","[52.82899856567383, 171.1300048828125, 149.3939971923828, 314.57000732421875, 95.83200073242188, 109.68499755859375, 92.69100189208984, 104.26499938964844, 94.78700256347656, 74.92500305175781, 63.03799819946289, 78.90299987792969]","[0.0, -143.90699768066406, -161.56900024414062, -316.5140075683594, -113.98200225830078, -90.01000213623047, -80.87799835205078, -80.58300018310547, -67.21900177001953, -72.53500366210938, -97.88200378417969, -58.277000427246094]","[4.749997615814209, 38.60171890258789, 50.68749237060547, 46.48650360107422, 28.97109031677246, 33.293521881103516, 25.43514633178711, 23.155601501464844, 23.649580001831055, 20.375749588012695, 21.8562068939209, 20.528871536254883]","[0.4158945679664612, 0.39111819863319397, 0.3166123628616333, 0.2795197069644928, 0.3806123435497284, 0.28862619400024414, 0.3170170485973358, 0.39565709233283997, 0.42542171478271484, 0.4479627311229706, 0.3809552788734436, 0.24339936673641205]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.007000000216066837, 0.003000000026077032, 0.003000000026077032, 0.003000000026077032, 0.0020000000949949026, 0.0020000000949949026, 0.006000000052154064, 0.007000000216066837, 0.006000000052154064, 0.004999999888241291, 0.003000000026077032, 0.0020000000949949026]","[0.3172745406627655, 0.32267454266548157, 0.2993661165237427, 0.2509539723396301, 0.3425695598125458, 0.2927699089050293, 0.2688109576702118, 0.32474491000175476, 0.33342716097831726, 0.347371369600296, 0.3361484110355377, 0.26865729689598083]"
SOWXUDU12AF72A1001,Dario_Marianelli,The Lord's Prayer,"[36.17550277709961, -68.8951644897461, 21.64655876159668, -20.47806739807129, -20.536569595336914, -24.801626205444336, -21.34526252746582, -3.035717248916626, 19.04985809326172, 4.430008888244629, 1.5966787338256836, 10.904353141784668]","[48.60300064086914, 171.0290069580078, 95.4530029296875, 217.49099731445312, 78.65699768066406, 8.586999893188477, 33.27799987792969, 109.04199981689453, 71.0270004272461, 32.2859992980957, 30.663999557495117, 61.500999450683594]","[0.004999999888241291, -192.58700561523438, -78.83899688720703, -62.11199951171875, -90.88300323486328, -147.9080047607422, -64.77899932861328, -47.71799850463867, -27.81599998474121, -68.49700164794922, -49.46900177001953, -51.5629997253418]","[7.51502799987793, 58.78055191040039, 28.981882095336914, 26.104433059692383, 25.617830276489258, 12.00545597076416, 16.182619094848633, 14.160637855529785, 16.789642333984375, 10.131330490112305, 9.947969436645508, 15.01545238494873]","[0.26027148962020874, 0.46136200428009033, 0.1161651611328125, 0.19554299116134644, 0.2642126679420471, 0.23801131546497345, 0.1441945731639862, 0.14492081105709076, 0.3418619930744171, 0.23292534053325653, 0.1287873238325119, 0.11596832424402237]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00800000037997961, 0.004000000189989805, 0.004000000189989805, 0.0020000000949949026, 0.003000000026077032, 0.003000000026077032, 0.0020000000949949026, 0.003000000026077032, 0.008999999612569809, 0.0020000000949949026, 0.0020000000949949026, 0.003000000026077032]","[0.2797631323337555, 0.4156000316143036, 0.1512499302625656, 0.2913268804550171, 0.3032814860343933, 0.3250541090965271, 0.22477483749389648, 0.20673705637454987, 0.3209908604621887, 0.348640501499176, 0.19089297950267792, 0.161128968000412]"
SOCXOJF12A6D4FCD91,Porcupine_Tree,Strip The Soul (album version),"[45.78533172607422, 0.5346423387527466, -19.76443099975586, 1.6507363319396973, -31.755306243896484, -13.686973571777344, 3.6431117057800293, -10.580036163330078, 9.488719940185547, 0.3223148584365845, -0.003954660147428513, 3.872602939605713]","[55.494998931884766, 160.88900756835938, 80.52999877929688, 302.7590026855469, 110.77200317382812, 177.90699768066406, 89.32599639892578, 112.30599975585938, 94.54299926757812, 69.072998046875, 87.677001953125, 54.03099822998047]","[12.793000221252441, -283.16900634765625, -208.42300415039062, -170.07699584960938, -209.3820037841797, -105.0510025024414, -106.36299896240234, -119.05500030517578, -55.474998474121094, -102.27799987792969, -84.29399871826172, -89.06900024414062]","[8.107526779174805, 78.42073059082031, 61.939762115478516, 39.94907760620117, 28.614694595336914, 36.03396224975586, 23.229387283325195, 25.752429962158203, 17.90362548828125, 18.676172256469727, 19.097545623779297, 17.875547409057617]","[0.4337111711502075, 0.4531838893890381, 0.42073971033096313, 0.23684047162532806, 0.2809521555900574, 0.3632812798023224, 0.38764986395835876, 0.33853986859321594, 0.22740134596824646, 0.35659360885620117, 0.25200504064559937, 0.3131435811519623]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0020000000949949026, 0.007000000216066837, 0.009999999776482582, 0.006000000052154064, 0.0010000000474974513, 0.0020000000949949026, 0.008999999612569809, 0.0020000000949949026, 0.003000000026077032, 0.0020000000949949026, 0.0010000000474974513, 0.0020000000949949026]","[0.32828229665756226, 0.30099934339523315, 0.32756859064102173, 0.21300801634788513, 0.25887244939804077, 0.3138629198074341, 0.30059510469436646, 0.2977103888988495, 0.18861451745033264, 0.30863794684410095, 0.2440355271100998, 0.3132387101650238]"
SOATIOL12A8C13604E,Winds_Of_Plague,Origins And Endings,"[51.689125061035156, 56.76968002319336, 20.1473388671875, -3.681631326675415, -37.24896240234375, -24.1079044342041, 13.817837715148926, 3.2877445220947266, 6.703140735626221, 8.485417366027832, -1.1210086345672607, 8.47460651397705]","[56.45399856567383, 212.73699951171875, 210.70799255371094, 419.9809875488281, 62.70399856567383, 114.06500244140625, 85.03199768066406, 127.68800354003906, 95.19499969482422, 60.8489990234375, 39.29899978637695, 49.020999908447266]","[6.671999931335449, -83.64099884033203, -145.58099365234375, -144.98800659179688, -97.91500091552734, -86.78299713134766, -50.987998962402344, -86.9020004272461, -55.86199951171875, -59.92399978637695, -63.22600173950195, -62.34700012207031]","[4.671213150024414, 37.306148529052734, 26.3275089263916, 26.972890853881836, 23.50467300415039, 20.560226440429688, 15.837096214294434, 21.072662353515625, 14.836764335632324, 13.825650215148926, 11.932066917419434, 12.754273414611816]","[0.4650387465953827, 0.43681779503822327, 0.3880229592323303, 0.436238169670105, 0.6629411578178406, 0.4482596814632416, 0.3487919569015503, 0.3474060297012329, 0.3965652883052826, 0.39255666732788086, 0.29377761483192444, 0.4026528000831604]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.029999999329447746, 0.023000000044703484, 0.026000000536441803, 0.03500000014901161, 0.04800000041723251, 0.032999999821186066, 0.020999999716877937, 0.020999999716877937, 0.032999999821186066, 0.02199999988079071, 0.020999999716877937, 0.02199999988079071]","[0.2787199914455414, 0.28890231251716614, 0.2640928626060486, 0.2643938362598419, 0.32943829894065857, 0.2611367404460907, 0.25068801641464233, 0.2588452398777008, 0.27409598231315613, 0.2636964023113251, 0.21359656751155853, 0.25287458300590515]"
SOZDWVM12A8AE448E8,Basic_Channel,Q Loop,"[28.532772064208984, -72.03738403320312, -23.532146453857422, 9.835367202758789, -8.259135246276855, -10.322821617126465, 15.247661590576172, 18.479694366455078, 1.3436088562011719, 18.5851993560791, -6.194972038269043, -6.198771953582764]","[39.40399932861328, 171.02099609375, 84.20999908447266, 106.38400268554688, 88.57499694824219, 86.24800109863281, 60.2130012512207, 117.43900299072266, 50.138999938964844, 59.67499923706055, 40.89099884033203, 29.052000045776367]","[0.004999999888241291, -139.26600646972656, -110.88300323486328, -65.89399719238281, -67.01399993896484, -81.14199829101562, -43.051998138427734, -66.49400329589844, -52.604000091552734, -38.61800003051758, -43.792999267578125, -43.654998779296875]","[7.094168186187744, 39.87003707885742, 33.712425231933594, 30.329370498657227, 26.343585968017578, 24.520212173461914, 17.64826011657715, 21.69268035888672, 15.863694190979004, 11.828295707702637, 12.072118759155273, 10.028757095336914]","[0.6942117214202881, 0.5695770382881165, 0.25307944416999817, 0.15155871212482452, 0.2626538574695587, 0.2885722517967224, 0.38861414790153503, 0.34520208835601807, 0.5426835417747498, 0.6527197957038879, 0.5686333775520325, 0.31265559792518616]","[1.0, 1.0, 1.0, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0560000017285347, 0.04100000113248825, 0.017999999225139618, 0.012000000104308128, 0.010999999940395355, 0.010999999940395355, 0.02199999988079071, 0.020999999716877937, 0.020999999716877937, 0.03500000014901161, 0.039000000804662704, 0.009999999776482582]","[0.3077627718448639, 0.2981678545475006, 0.2157871425151825, 0.12583570182323456, 0.2116059511899948, 0.2358996719121933, 0.2399490475654602, 0.23320046067237854, 0.2537088990211487, 0.3134137690067291, 0.2385423630475998, 0.2897968590259552]"
SOHNGYV12A58A7A9EE,Sound_Field,CrossBreed,"[45.681766510009766, 16.753049850463867, -37.510929107666016, 27.575031280517578, 12.99709701538086, -31.945959091186523, 32.76658248901367, -7.416054725646973, 0.500537633895874, 12.528891563415527, 4.921960353851318, 7.473824501037598]","[53.904998779296875, 199.10499572753906, 185.49200439453125, 242.74000549316406, 211.78399658203125, 124.72599792480469, 127.5199966430664, 136.1649932861328, 81.56800079345703, 78.197998046875, 114.43900299072266, 86.89099884033203]","[0.09600000083446503, -247.56100463867188, -146.9429931640625, -84.85800170898438, -117.697998046875, -146.26400756835938, -67.0780029296875, -89.60700225830078, -66.60099792480469, -68.6709976196289, -107.39900207519531, -56.57699966430664]","[6.765170574188232, 60.76142120361328, 45.6160888671875, 34.33908462524414, 36.65826416015625, 28.35201072692871, 21.864816665649414, 20.4705867767334, 18.215803146362305, 14.402678489685059, 19.165512084960938, 17.063045501708984]","[0.6135865449905396, 0.4816384017467499, 0.3060850501060486, 0.34871160984039307, 0.5290639996528625, 0.33995968103408813, 0.46001866459846497, 0.4706330895423889, 0.5965352654457092, 0.6824600100517273, 0.464743047952652, 0.4296588599681854]","[1.0, 1.0, 1.0, 0.9729999899864197, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.007000000216066837, 0.012000000104308128, 0.010999999940395355, 0.020999999716877937, 0.0560000017285347, 0.012000000104308128, 0.02199999988079071, 0.014000000432133675, 0.012000000104308128, 0.03500000014901161, 0.012000000104308128, 0.006000000052154064]","[0.3222470283508301, 0.32286888360977173, 0.21813853085041046, 0.19922827184200287, 0.24010978639125824, 0.16458751261234283, 0.24046429991722107, 0.22870813310146332, 0.3079814016819, 0.34591144323349, 0.22888800501823425, 0.36145368218421936]"
SOCIJOM12A58A7CBF8,The_Rascals,I'm Blue (LP Version),"[39.93585968017578, -29.017988204956055, 23.518630981445312, 4.688710689544678, -19.961915969848633, 9.073454856872559, 8.71993350982666, -4.193517684936523, 6.8321356773376465, -8.191754341125488, -3.4778428077697754, 2.9769887924194336]","[53.14099884033203, 171.1300048828125, 223.84800720214844, 152.69000244140625, 110.08399963378906, 189.01400756835938, 98.177001953125, 87.86000061035156, 81.84400177001953, 87.86900329589844, 94.09300231933594, 82.48600006103516]","[0.0, -196.66600036621094, -211.12100219726562, -241.9459991455078, -125.96800231933594, -69.5999984741211, -103.11900329589844, -81.4739990234375, -75.18599700927734, -79.34500122070312, -76.0510025024414, -83.83000183105469]","[6.286284446716309, 47.322757720947266, 62.27324295043945, 54.34222412109375, 37.65176010131836, 33.81770706176758, 28.326520919799805, 26.117401123046875, 23.859546661376953, 21.78356170654297, 21.74783706665039, 23.341779708862305]","[0.39262592792510986, 0.2762755751609802, 0.2709588408470154, 0.29259973764419556, 0.31268829107284546, 0.5707793235778809, 0.271842896938324, 0.28992143273353577, 0.2548316717147827, 0.2829800546169281, 0.4222618341445923, 0.22195760905742645]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00800000037997961, 0.009999999776482582, 0.004000000189989805, 0.004000000189989805, 0.006000000052154064, 0.010999999940395355, 0.004000000189989805, 0.004999999888241291, 0.004000000189989805, 0.006000000052154064, 0.004000000189989805, 0.006000000052154064]","[0.3216410279273987, 0.26580432057380676, 0.2665994167327881, 0.2948879301548004, 0.2596668004989624, 0.3637157082557678, 0.2400808334350586, 0.27014634013175964, 0.2546229362487793, 0.2427142709493637, 0.3592910170555115, 0.1840822547674179]"
SOEWUWF12A8C13D27A,The_Ataris,Make It Last,"[50.85091781616211, 27.60700035095215, 45.77299880981445, -0.9120259881019592, -15.269522666931152, -22.518665313720703, 4.306309223175049, 3.663404703140259, -2.4986445903778076, 6.164872646331787, -0.8900144696235657, -5.180875778198242]","[54.52299880981445, 171.1300048828125, 128.44400024414062, 192.25, 57.49100112915039, 126.61900329589844, 54.07500076293945, 66.31999969482422, 53.80099868774414, 67.41100311279297, 32.474998474121094, 38.79199981689453]","[0.0, -64.8499984741211, -88.79199981689453, -108.53600311279297, -74.3030014038086, -67.83399963378906, -29.03700065612793, -73.8479995727539, -47.025001525878906, -49.42399978637695, -127.70700073242188, -38.18000030517578]","[4.682008266448975, 29.90562629699707, 22.707029342651367, 20.939104080200195, 16.56732177734375, 22.021947860717773, 14.57124137878418, 16.651203155517578, 12.454097747802734, 12.640830039978027, 13.015890121459961, 12.263578414916992]","[0.519641637802124, 0.4383555054664612, 0.5189653038978577, 0.314132958650589, 0.4330260157585144, 0.33590462803840637, 0.3519797623157501, 0.4834335148334503, 0.34324565529823303, 0.3901560604572296, 0.3123294711112976, 0.4161069393157959]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.03999999910593033, 0.03099999949336052, 0.04399999976158142, 0.04100000113248825, 0.029999999329447746, 0.03099999949336052, 0.024000000208616257, 0.039000000804662704, 0.03700000047683716, 0.03400000184774399, 0.03200000151991844, 0.028999999165534973]","[0.3286093473434448, 0.2750649154186249, 0.31918981671333313, 0.194561168551445, 0.3140575885772705, 0.21621572971343994, 0.23297080397605896, 0.3133791983127594, 0.24709467589855194, 0.27473965287208557, 0.22762751579284668, 0.27035894989967346]"
SONNAVD12AB018838B,Leila_Chicot,Sincérité (feat. Ludo),"[47.75596237182617, 3.891165256500244, -2.759690761566162, -5.020982265472412, 26.900976181030273, -19.402429580688477, -7.632868766784668, -5.120924472808838, 3.8013062477111816, 2.834658622741699, 0.38373973965644836, -8.364754676818848]","[54.26599884033203, 237.10699462890625, 133.1959991455078, 158.0540008544922, 152.39500427246094, 158.88999938964844, 84.90499877929688, 108.96499633789062, 62.834999084472656, 76.63500213623047, 101.0459976196289, 59.4640007019043]","[0.0, -155.56100463867188, -124.15399932861328, -141.13800048828125, -84.18800354003906, -87.93399810791016, -100.03800201416016, -81.19000244140625, -76.58999633789062, -72.21399688720703, -87.64900207519531, -77.58100128173828]","[3.95051646232605, 42.32001876831055, 39.18148422241211, 32.212581634521484, 34.545501708984375, 26.89168357849121, 28.11894416809082, 20.91852378845215, 18.136018753051758, 17.42894744873047, 15.745574951171875, 20.720420837402344]","[0.6369990110397339, 0.36807435750961304, 0.30652347207069397, 0.31499314308166504, 0.2199060618877411, 0.3672191798686981, 0.27226516604423523, 0.3244001865386963, 0.35190412402153015, 0.2779853343963623, 0.380788654088974, 0.3577544093132019]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.013000000268220901, 0.004000000189989805, 0.004000000189989805, 0.004999999888241291, 0.0020000000949949026, 0.003000000026077032, 0.003000000026077032, 0.008999999612569809, 0.004000000189989805, 0.004000000189989805, 0.006000000052154064, 0.0020000000949949026]","[0.35254284739494324, 0.3029990792274475, 0.2903597950935364, 0.30404093861579895, 0.23553094267845154, 0.33467334508895874, 0.2503134310245514, 0.2829446792602539, 0.32558760046958923, 0.26300472021102905, 0.3172508478164673, 0.3726022243499756]"
SOSSQKN12A6310F224,Funeral_For_A_Friend,Your Revolution Is A Joke,"[43.62701416015625, -61.07723617553711, -2.817300796508789, -18.47999382019043, -0.5730127096176147, -16.704017639160156, 0.5684576034545898, -8.338951110839844, 1.5609724521636963, -8.031883239746094, 2.0497753620147705, 7.148559093475342]","[51.858001708984375, 96.28700256347656, 97.33599853515625, 215.93800354003906, 81.56400299072266, 159.79299926757812, 77.05799865722656, 118.65299987792969, 69.15699768066406, 83.27899932861328, 44.42499923706055, 51.63600158691406]","[21.670000076293945, -202.08799743652344, -104.51100158691406, -173.8300018310547, -72.29000091552734, -59.67499923706055, -80.46800231933594, -105.01699829101562, -56.65399932861328, -69.88500213623047, -78.8740005493164, -60.70000076293945]","[3.5787124633789062, 45.59844970703125, 31.811054229736328, 32.626564025878906, 26.04438018798828, 20.599864959716797, 21.569486618041992, 23.89752960205078, 19.67393684387207, 17.829395294189453, 15.681535720825195, 18.27194595336914]","[0.16363559663295746, 0.3229745626449585, 0.1091906800866127, 0.2773665189743042, 0.09240889549255371, 0.23640890419483185, 0.6903877258300781, 0.18979449570178986, 0.21799787878990173, 0.10508686304092407, 0.3192754089832306, 0.4468156695365906]","[1.0, 1.0, 1.0, 1.0, 0.9990000128746033, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.006000000052154064, 0.012000000104308128, 0.006000000052154064, 0.004000000189989805, 0.003000000026077032, 0.014999999664723873, 0.03700000047683716, 0.007000000216066837, 0.004999999888241291, 0.004000000189989805, 0.007000000216066837, 0.0020000000949949026]","[0.15978439152240753, 0.3173949718475342, 0.12181364744901657, 0.33587342500686646, 0.0962517261505127, 0.21121340990066528, 0.32300081849098206, 0.13988156616687775, 0.2617448568344116, 0.11159488558769226, 0.2783987522125244, 0.4067310094833374]"
SOXOKQF12AB018C079,Sweet,Neon Psychedelia,"[50.13138961791992, 49.03941345214844, 24.74229621887207, -7.0271124839782715, -29.68461036682129, -11.65326976776123, -13.397565841674805, -2.6748862266540527, 10.254220962524414, 7.624111175537109, -3.814653158187866, -6.51609992980957]","[56.21200180053711, 190.96800231933594, 157.45799255371094, 329.2040100097656, 57.49100112915039, 249.13099670410156, 82.58200073242188, 92.74700164794922, 71.05799865722656, 106.90899658203125, 63.93600082397461, 53.29499816894531]","[0.0, -76.58799743652344, -90.9020004272461, -203.8489990234375, -102.55799865722656, -66.20700073242188, -78.11199951171875, -74.93000030517578, -43.93899917602539, -39.50199890136719, -123.42500305175781, -62.42499923706055]","[6.962387561798096, 27.310726165771484, 36.403785705566406, 36.212059020996094, 25.242450714111328, 26.228851318359375, 24.075971603393555, 18.58204460144043, 17.698076248168945, 14.84041976928711, 16.30109405517578, 15.802980422973633]","[0.539155900478363, 0.5782204866409302, 0.42977669835090637, 0.40498876571655273, 0.6090210676193237, 0.32279494404792786, 0.2980912923812866, 0.3033188283443451, 0.30358004570007324, 0.4239550530910492, 0.2437022477388382, 0.35861095786094666]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.017000000923871994, 0.03200000151991844, 0.01899999938905239, 0.03099999949336052, 0.03099999949336052, 0.013000000268220901, 0.024000000208616257, 0.010999999940395355, 0.017999999225139618, 0.017999999225139618, 0.01899999938905239, 0.007000000216066837]","[0.3133276402950287, 0.3383057117462158, 0.2900253236293793, 0.21098415553569794, 0.3214702904224396, 0.20014268159866333, 0.22309750318527222, 0.25167664885520935, 0.19805175065994263, 0.3233129680156708, 0.1737186461687088, 0.2137949913740158]"
